heading,first,last,file,leg_title,notes,already_checked
"Nationality, Immigration And Asylum Bill",uk.org.publicwhip/lords/2002-06-24a.1089.1,uk.org.publicwhip/lords/2002-06-24a.1181.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-06-24a.xml,"Nationality, Immigration and Asylum Act 2002",,1
Animal Health Bill,uk.org.publicwhip/lords/2002-01-14a.835.4,uk.org.publicwhip/lords/2002-01-14a.854.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-01-14a.xml,Animal Health Act 2002,,1
Civil Defence (Grant) Bill,uk.org.publicwhip/lords/2002-02-14a.1188.1,uk.org.publicwhip/lords/2002-02-14a.1194.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-02-14a.xml,Civil Defence (Grant) Act 2002 (repealed),,1
Second Reading And Remaining Stages,uk.org.publicwhip/lords/2012-10-31a.628.3,uk.org.publicwhip/lords/2012-10-31a.642.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-10-31a.xml,Mental Health (Approval Functions) Act 2012,NA,NA
Police And Justice Bill,uk.org.publicwhip/lords/2006-06-05b.1047.1,uk.org.publicwhip/lords/2006-06-05b.1108.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-06-05b.xml,Police and Justice Act 2006,,1
Second Reading,uk.org.publicwhip/lords/2009-04-24a.1689.3,uk.org.publicwhip/lords/2009-04-24a.1704.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-04-24a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2009-04-24a.1704.3,uk.org.publicwhip/lords/2009-04-24a.1734.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-04-24a.xml,NA,NA,NA
Second Reading,uk.org.publicwhip/lords/2009-04-24a.1734.3,uk.org.publicwhip/lords/2009-04-24a.1738.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-04-24a.xml,Law Commission Act 2009,NA,NA
National Trust (Northern Ireland) Bill,uk.org.publicwhip/lords/2007-06-20c.220.1,uk.org.publicwhip/lords/2007-06-20c.220.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-06-20c.xml,NA,,1
Local Government And Public Involvement In Health Bill,uk.org.publicwhip/lords/2007-06-20c.220.3,uk.org.publicwhip/lords/2007-06-20c.296.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-06-20c.xml,Local Government and Public Involvement in Health Act 2007,,1
Elections Bill - Second Reading,uk.org.publicwhip/lords/2022-02-23c.227.1,uk.org.publicwhip/lords/2022-02-23c.318.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-02-23c.xml,Elections Act 2022,,1
Mersey Tunnels Bill,uk.org.publicwhip/lords/2004-02-09a.1004.5,uk.org.publicwhip/lords/2004-02-09a.1032.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-02-09a.xml,NA,,1
Commonhold And Leasehold Reform Bill [H.l.],uk.org.publicwhip/lords/2001-01-29a.454.4,uk.org.publicwhip/lords/2001-01-29a.466.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-01-29a.xml,Commonhold and Leasehold Reform Act 2002,,1
Second Reading,uk.org.publicwhip/lords/2012-04-24a.1751.5,uk.org.publicwhip/lords/2012-04-24a.1782.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-04-24a.xml,Sunday Trading (London Olympic Games and Paralympic Games) Act 2012,NA,NA
Equality Act 2010 (Amendment) Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2014-11-21a.651.2,uk.org.publicwhip/lords/2014-11-21a.664.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-11-21a.xml,NA,NA,NA
Parliament (Participation Of Members Of The House Of Commons) Bill [Hl],uk.org.publicwhip/lords/2006-02-10c.905.3,uk.org.publicwhip/lords/2006-02-10c.956.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-02-10c.xml,NA,,1
Clean Air (Human Rights) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-07-08a.1177.5,uk.org.publicwhip/lords/2022-07-08a.1201.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-08a.xml,NA,,1
Front-Loaded Child Benefit Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-07-08a.1201.1,uk.org.publicwhip/lords/2022-07-08a.1216.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-08a.xml,NA,,1
Universal Credit (Removal Of Two Child Limit) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-07-08a.1216.1,uk.org.publicwhip/lords/2022-07-08a.1230.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-08a.xml,NA,,1
Refugees (Family Reunion) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-07-08a.1230.1,uk.org.publicwhip/lords/2022-07-08a.1249.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-08a.xml,NA,,1
Local Authority (Housing Allocation) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-07-08a.1249.1,uk.org.publicwhip/lords/2022-07-08a.1256.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-08a.xml,NA,,1
Second Reading,uk.org.publicwhip/lords/2009-05-18a.1204.6,uk.org.publicwhip/lords/2009-05-18a.1302.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-05-18a.xml,Coroners and Justice Act 2009,NA,NA
Health Service Safety Investigations Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2019-10-29b.887.4,uk.org.publicwhip/lords/2019-10-29b.942.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-10-29b.xml,NA,NA,NA
Domestic Gas And Electricity (Tariff Cap) Bill - Second Reading,uk.org.publicwhip/lords/2018-05-22a.990.6,uk.org.publicwhip/lords/2018-05-22a.1022.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-05-22a.xml,Domestic Gas and Electricity (Tariff Cap) Act 2018,,1
Civil Partnership Bill [Hl],uk.org.publicwhip/lords/2004-04-22a.392.1,uk.org.publicwhip/lords/2004-04-22a.433.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-04-22a.xml,Civil Partnership Act 2004,,1
Health Service Commissioners (Amendment) Bill,uk.org.publicwhip/lords/2000-07-07a.1713.4,uk.org.publicwhip/lords/2000-07-07a.1722.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-07a.xml,Health Service Commissioners (Amendment) Act 2000,,1
Consolidated Fund (Appropriation) Bill,uk.org.publicwhip/lords/2005-03-16b.1335.4,uk.org.publicwhip/lords/2005-03-16b.1335.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-03-16b.xml,NA,,1
National Lottery Bill,uk.org.publicwhip/lords/2006-02-06c.469.2,uk.org.publicwhip/lords/2006-02-06c.498.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-02-06c.xml,National Lottery Act 2006,,1
Licensing (Young Persons) Bill,uk.org.publicwhip/lords/2000-07-14a.509.1,uk.org.publicwhip/lords/2000-07-14a.517.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-14a.xml,Licensing (Young Persons) Act 2000 (repealed),,1
Investigatory Powers (Amendment) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2023-11-20b.620.5,uk.org.publicwhip/lords/2023-11-20b.656.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-11-20b.xml,NA,,1
Second Reading,uk.org.publicwhip/lords/2011-03-04a.1313.3,uk.org.publicwhip/lords/2011-03-04a.1340.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-03-04a.xml,Live Music Act 2012,NA,NA
Second Reading,uk.org.publicwhip/lords/2013-01-18a.891.3,uk.org.publicwhip/lords/2013-01-18a.898.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-01-18a.xml,Prisons (Property) Act 2013,NA,NA
Second Reading,uk.org.publicwhip/lords/2013-01-18a.898.3,uk.org.publicwhip/lords/2013-01-18a.921.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-01-18a.xml,Marine Navigation Act 2013,NA,NA
Second Reading,uk.org.publicwhip/lords/2013-01-18a.921.3,uk.org.publicwhip/lords/2013-01-18a.932.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-01-18a.xml,Mental Health (Discrimination) Act 2013,NA,NA
European Union (Withdrawal) Bill - Second Reading (2nd Day),uk.org.publicwhip/lords/2018-01-31c.1531.1,uk.org.publicwhip/lords/2018-01-31c.1584.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-01-31c.xml,European Union (Withdrawal) Act 2018,,1
Birmingham Commonwealth Games Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2019-06-25c.1011.9,uk.org.publicwhip/lords/2019-06-25c.1041.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-06-25c.xml,Birmingham Commonwealth Games Act 2020,,1
Retained Eu Law (Revocation And Reform) Bill - Second Reading,uk.org.publicwhip/lords/2023-02-06b.985.4,uk.org.publicwhip/lords/2023-02-06b.990.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-02-06b.xml,Retained EU Law (Revocation and Reform) Act 2023,,1
Public Audit (Wales) Bill [Hl],uk.org.publicwhip/lords/2003-12-09a.708.1,uk.org.publicwhip/lords/2003-12-09a.730.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-12-09a.xml,Public Audit (Wales) Act 2004,,1
Housing Bill,uk.org.publicwhip/lords/2004-06-07a.83.3,uk.org.publicwhip/lords/2004-06-07a.127.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-06-07a.xml,Housing Act 2004,,1
Energy Bill — Second Reading,uk.org.publicwhip/lords/2013-06-18a.141.8,uk.org.publicwhip/lords/2013-06-18a.232.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-06-18a.xml,Energy Act 2013,NA,NA
Civil Aviation Bill,uk.org.publicwhip/lords/2005-11-01c.134.1,uk.org.publicwhip/lords/2005-11-01c.169.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-11-01c.xml,Civil Aviation Act 2006,,1
Transport (Wales) Bill,uk.org.publicwhip/lords/2005-11-01c.169.1,uk.org.publicwhip/lords/2005-11-01c.193.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-11-01c.xml,Transport (Wales) Act 2006,,1
Savings (Government Contributions) Bill - Second Reading,uk.org.publicwhip/lords/2017-01-12b.2161.3,uk.org.publicwhip/lords/2017-01-12b.2184.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-01-12b.xml,Savings (Government Contributions) Act 2017,,1
Road Traffic (Amendment) Bill [Hl],uk.org.publicwhip/lords/2003-02-28a.516.2,uk.org.publicwhip/lords/2003-02-28a.525.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-02-28a.xml,NA,,1
Equality Bill [Hl],uk.org.publicwhip/lords/2003-02-28a.525.1,uk.org.publicwhip/lords/2003-02-28a.594.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-02-28a.xml,NA,,1
Consolidated Fund (Appropriation) Bill,uk.org.publicwhip/lords/2005-07-19b.1360.7,uk.org.publicwhip/lords/2005-07-19b.1360.8,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-07-19b.xml,NA,,1
Finance Bill,uk.org.publicwhip/lords/2005-07-19b.1360.9,uk.org.publicwhip/lords/2005-07-19b.1411.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-07-19b.xml,Finance Act 2005,,1
Second Reading,uk.org.publicwhip/lords/2014-11-04a.1545.3,uk.org.publicwhip/lords/2014-11-04a.1579.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-11-04a.xml,"Social Action, Responsibility and Heroism Act 2015",NA,NA
Horserace Betting And Olympic Lottery Bill,uk.org.publicwhip/lords/2004-03-02a.552.5,uk.org.publicwhip/lords/2004-03-02a.589.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-02a.xml,Horserace Betting and Olympic Lottery Act 2004,,1
Nhs Redress Bill [Hl],uk.org.publicwhip/lords/2005-11-02c.208.1,uk.org.publicwhip/lords/2005-11-02c.239.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-11-02c.xml,NHS Redress Act 2006,,1
Liverpool City Council (Prohibition Of Smoking In Places Of Work) Bill [Hl],uk.org.publicwhip/lords/2005-07-20b.1533.1,uk.org.publicwhip/lords/2005-07-20b.1584.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-07-20b.xml,NA,,1
London Local Authorities (Prohibition Of Smoking In Places Of Work) Bill [Hl],uk.org.publicwhip/lords/2005-07-20b.1584.1,uk.org.publicwhip/lords/2005-07-20b.1585.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-07-20b.xml,NA,,1
Special Educational Needs And Disability Bill [H.l.],uk.org.publicwhip/lords/2000-12-19a.637.1,uk.org.publicwhip/lords/2000-12-19a.710.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-12-19a.xml,Special Educational Needs and Disability Act 2001,,1
Trustee Bill [H.l.],uk.org.publicwhip/lords/2000-04-14a.373.1,uk.org.publicwhip/lords/2000-04-14a.397.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-04-14a.xml,Trustee Act 2000,,1
Life Peerages (Appointments Commission) Bill [H.l.],uk.org.publicwhip/lords/2000-04-14a.413.4,uk.org.publicwhip/lords/2000-04-14a.444.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-04-14a.xml,NA,,1
Local Audit (Public Access To Documents) Bill - Second Reading,uk.org.publicwhip/lords/2017-04-06a.1170.1,uk.org.publicwhip/lords/2017-04-06a.1175.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-06a.xml,Local Audit (Public Access to Documents) Act 2017,,1
Merchant Shipping (Homosexual Conduct) Bill - Second Reading,uk.org.publicwhip/lords/2017-04-06a.1175.2,uk.org.publicwhip/lords/2017-04-06a.1182.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-06a.xml,Merchant Shipping (Homosexual Conduct) Act 2017,,1
Guardianship (Missing Persons) Bill - Second Reading,uk.org.publicwhip/lords/2017-04-06a.1183.1,uk.org.publicwhip/lords/2017-04-06a.1189.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-06a.xml,Guardianship (Missing Persons) Act 2017,,1
Farriers (Registration) Bill - Second Reading,uk.org.publicwhip/lords/2017-04-06a.1189.2,uk.org.publicwhip/lords/2017-04-06a.1195.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-04-06a.xml,Farriers (Registration) Act 2017,,1
Beverley Freemen Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2009-03-17a.118.3,uk.org.publicwhip/lords/2009-03-17a.118.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-03-17a.xml,NA,NA,NA
Saving Gateway Accounts Bill — Second Reading,uk.org.publicwhip/lords/2009-03-17a.118.5,uk.org.publicwhip/lords/2009-03-17a.139.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-03-17a.xml,Saving Gateway Accounts Act 2009 (repealed),NA,NA
Vehicle Registration Marks Bill,uk.org.publicwhip/lords/2007-05-10b.1618.3,uk.org.publicwhip/lords/2007-05-10b.1628.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-05-10b.xml,Vehicle Registration Marks Act 2007,,1
Pension Schemes (Conversion Of Guaranteed Minimum Pensions) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-25c.1199.2,uk.org.publicwhip/lords/2022-03-25c.1214.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-25c.xml,Pension Schemes (Conversion of Guaranteed Minimum Pensions) Act 2022,,1
British Sign Language Bill - Second Reading,uk.org.publicwhip/lords/2022-03-25c.1214.2,uk.org.publicwhip/lords/2022-03-25c.1226.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-25c.xml,British Sign Language Act 2022,,1
Game Birds (Cage Breeding) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-03-25c.1226.4,uk.org.publicwhip/lords/2022-03-25c.1237.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-25c.xml,NA,,1
Glue Traps (Offences) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-25c.1237.1,uk.org.publicwhip/lords/2022-03-25c.1249.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-25c.xml,Glue Traps (Offences) Act 2022,,1
Approved Premises (Substance Testing) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-25c.1249.4,uk.org.publicwhip/lords/2022-03-25c.1254.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-25c.xml,Approved Premises (Substance Testing) Act 2022,,1
Supply And Appropriation (Anticipation And Adjustments) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2022-03-14a.20.6,uk.org.publicwhip/lords/2022-03-14a.20.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-14a.xml,Supply and Appropriation (Anticipation and Adjustments) Act 2022,,1
"Civil Partnerships, Marriages And Deaths (Registration Etc.) Bill - Second Reading",uk.org.publicwhip/lords/2019-01-18b.423.1,uk.org.publicwhip/lords/2019-01-18b.455.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-01-18b.xml,"Civil Partnerships, Marriages and Deaths (Registration etc) Act 2019",,1
Stalking Protection Bill - Second Reading,uk.org.publicwhip/lords/2019-01-18b.455.1,uk.org.publicwhip/lords/2019-01-18b.475.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-01-18b.xml,Stalking Protection Act 2019,,1
Parking (Code Of Practice) Bill - Second Reading,uk.org.publicwhip/lords/2019-01-18b.475.1,uk.org.publicwhip/lords/2019-01-18b.492.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-01-18b.xml,Parking (Code of Practice) Act 2019,,1
Second Reading,uk.org.publicwhip/lords/2009-01-23a.1851.5,uk.org.publicwhip/lords/2009-01-23a.1875.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-01-23a.xml,NA,NA,NA
Professional Qualifications Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2021-05-25a.908.4,uk.org.publicwhip/lords/2021-05-25a.976.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-05-25a.xml,Professional Qualifications Act 2022,,1
Dormant Bank And Building Society Accounts Bill [Hl],uk.org.publicwhip/lords/2007-11-21b.870.1,uk.org.publicwhip/lords/2007-11-21b.899.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-11-21b.xml,Dormant Bank and Building Society Accounts Act 2008,,1
Consolidated Fund Bill,uk.org.publicwhip/lords/2003-12-16a.1061.6,uk.org.publicwhip/lords/2003-12-16a.1062.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-12-16a.xml,Consolidated Fund Act 2004 (repealed),,1
Justice (Northern Ireland) Bill [Hl],uk.org.publicwhip/lords/2003-12-16a.1091.1,uk.org.publicwhip/lords/2003-12-16a.1120.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-12-16a.xml,Justice (Northern Ireland) Act 2004,,1
Sustainable Communities Act 2007 (Amendment) Bill — First Reading (And Remaining Stages),uk.org.publicwhip/lords/2010-04-08a.1690.1,uk.org.publicwhip/lords/2010-04-08a.1695.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-04-08a.xml,Sustainable Communities Act 2007 (Amendment) Act 2010,NA,NA
Street Works Bill [H.l.],uk.org.publicwhip/lords/2000-06-30a.1163.1,uk.org.publicwhip/lords/2000-06-30a.1177.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-06-30a.xml,NA,,1
Divorce (Religious Marriages) Bill [H.l.],uk.org.publicwhip/lords/2000-06-30a.1241.1,uk.org.publicwhip/lords/2000-06-30a.1263.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-06-30a.xml,Divorce (Religious Marriages) Act 2002,,1
"Domestic Violence, Crime And Victims (Amendment) Bill — Second Reading",uk.org.publicwhip/lords/2012-01-27a.1275.1,uk.org.publicwhip/lords/2012-01-27a.1293.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-01-27a.xml,"Domestic Violence, Crime and Victims (Amendment) Act 2012",NA,NA
Second Reading,uk.org.publicwhip/lords/2012-01-27a.1293.4,uk.org.publicwhip/lords/2012-01-27a.1316.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-01-27a.xml,Public Services (Social Value) Act 2012,NA,NA
Second Reading And Remaining Stages,uk.org.publicwhip/lords/2010-07-26a.1148.3,uk.org.publicwhip/lords/2010-07-26a.1161.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-07-26a.xml,Finance Act 2010,NA,NA
British Overseas Territories Bill [H.l.],uk.org.publicwhip/lords/2001-07-10a.1014.3,uk.org.publicwhip/lords/2001-07-10a.1038.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-07-10a.xml,British Overseas Territories Act 2002,,1
Second Reading,uk.org.publicwhip/lords/2009-02-04a.671.7,uk.org.publicwhip/lords/2009-02-04a.756.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-02-04a.xml,Health Act 2009,NA,NA
Second Reading,uk.org.publicwhip/lords/2016-02-11a.2359.3,uk.org.publicwhip/lords/2016-02-11a.2423.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-02-11a.xml,Armed Forces Act 2016,NA,NA
