heading,first,last,file,leg_title,notes,already_checked
Second Reading,uk.org.publicwhip/lords/2012-03-16a.551.3,uk.org.publicwhip/lords/2012-03-16a.573.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-03-16a.xml,NA,NA,NA
Northern Ireland (St Andrews Agreement) (No. 2) Bill,uk.org.publicwhip/lords/2007-03-27b.1549.211,uk.org.publicwhip/lords/2007-03-27b.1549.234,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-03-27b.xml,NA,,1
Second Reading,uk.org.publicwhip/lords/2014-07-18a.775.3,uk.org.publicwhip/lords/2014-07-18a.920.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-07-18a.xml,NA,NA,NA
International Tribunals (Sierra Leone) Bill [Hl],uk.org.publicwhip/lords/2007-05-01b.963.5,uk.org.publicwhip/lords/2007-05-01b.979.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-05-01b.xml,International Tribunals (Sierra Leone) Act 2007,,1
Electricity Transmission (Compensation) Bill - Second Reading,uk.org.publicwhip/lords/2023-04-21a.909.2,uk.org.publicwhip/lords/2023-04-21a.915.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-21a.xml,Electricity Transmission (Compensation) Act 2023,,1
Child Support Collection (Domestic Abuse) Bill - Second Reading,uk.org.publicwhip/lords/2023-04-21a.915.2,uk.org.publicwhip/lords/2023-04-21a.928.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-21a.xml,Child Support Collection (Domestic Abuse) Act 2023,,1
Offenders (Day Of Release From Detention) Bill - Second Reading,uk.org.publicwhip/lords/2023-04-21a.928.2,uk.org.publicwhip/lords/2023-04-21a.941.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-21a.xml,Offenders (Day of Release from Detention) Act 2023,,1
Supported Housing (Regulatory Oversight) Bill - Second Reading,uk.org.publicwhip/lords/2023-04-21a.941.1,uk.org.publicwhip/lords/2023-04-21a.957.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-04-21a.xml,Offenders (Day of Release from Detention) Act 2023,,1
Criminal Justice Bill,uk.org.publicwhip/lords/2003-06-16a.558.5,uk.org.publicwhip/lords/2003-06-16a.648.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-06-16a.xml,Criminal Justice Act 2003,,1
Second Reading,uk.org.publicwhip/lords/2016-01-26a.1174.3,uk.org.publicwhip/lords/2016-01-26a.1272.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-01-26a.xml,Housing and Planning Act 2016,,1
Children's Commissioner For Wales Bill,uk.org.publicwhip/lords/2001-02-19a.540.1,uk.org.publicwhip/lords/2001-02-19a.574.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-02-19a.xml,Children's Commissioner for Wales Act 2001,,1
Second Reading,uk.org.publicwhip/lords/2015-11-10a.1954.5,uk.org.publicwhip/lords/2015-11-10a.1960.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-11-10a.xml,National Insurance Contributions (Rate Ceilings) Act 2015,,1
Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2015-11-10a.1960.3,uk.org.publicwhip/lords/2015-11-10a.1986.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-11-10a.xml,Finance Act 2015,,1
Adoption And Children Bill,uk.org.publicwhip/lords/2002-06-10a.20.4,uk.org.publicwhip/lords/2002-06-10a.33.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-06-10a.xml,Adoption and Children Act 2002,,1
Bat Habitats Regulation Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2018-04-27a.1813.4,uk.org.publicwhip/lords/2018-04-27a.1835.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-04-27a.xml,NA,,1
Charities Bill [Hl],uk.org.publicwhip/lords/2005-06-07b.783.1,uk.org.publicwhip/lords/2005-06-07b.837.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-06-07b.xml,Charities Act 2006,,1
Birmingham Commonwealth Games Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2020-02-03a.1624.1,uk.org.publicwhip/lords/2020-02-03a.1655.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-02-03a.xml,Birmingham Commonwealth Games Act 2020,,1
Finance Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2017-11-15a.2094.3,uk.org.publicwhip/lords/2017-11-15a.2115.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-11-15a.xml,Finance Act 2017,,1
"Immigration, Asylum And Nationality Bill",uk.org.publicwhip/lords/2005-12-06b.518.0,uk.org.publicwhip/lords/2005-12-06b.528.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-12-06b.xml,"Immigration, Asylum and Nationality Act 2006",,1
Second Reading,uk.org.publicwhip/lords/2014-12-02a.1239.3,uk.org.publicwhip/lords/2014-12-02a.1304.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-12-02a.xml,"Small Business, Enterprise and Employment Act 2015",NA,NA
Education (Careers Guidance In Schools) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-04b.1062.3,uk.org.publicwhip/lords/2022-03-04b.1078.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-04b.xml,Education (Careers Guidance in Schools) Act 2022,,1
Local Government (Disqualification) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-04b.1078.1,uk.org.publicwhip/lords/2022-03-04b.1084.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-04b.xml,Local Government (Disqualification) Act 2022,,1
Taxis And Private Hire Vehicles (Safeguarding And Road Safety) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-04b.1084.2,uk.org.publicwhip/lords/2022-03-04b.1094.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-04b.xml,Taxis and Private Hire Vehicles (Safeguarding and Road Safety) Act 2022,,1
Office For Demographic Change Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-03-04b.1094.1,uk.org.publicwhip/lords/2022-03-04b.1108.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-04b.xml,NA,,1
Criminal Justice And Immigration Bill,uk.org.publicwhip/lords/2008-01-22b.131.3,uk.org.publicwhip/lords/2008-01-22b.203.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-01-22b.xml,Criminal Justice and Immigration Act 2008,,1
Banking (Special Provisions) Bill,uk.org.publicwhip/lords/2008-02-20a.196.1,uk.org.publicwhip/lords/2008-02-20a.263.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-02-20a.xml,Banking (Special Provisions) Act 2008,,1
Second Reading,uk.org.publicwhip/lords/2015-09-11a.1585.3,uk.org.publicwhip/lords/2015-09-11a.1602.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-09-11a.xml,NA,Tax Valuation Bands Bill,1
Second Reading,uk.org.publicwhip/lords/2015-09-11a.1602.5,uk.org.publicwhip/lords/2015-09-11a.1618.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-09-11a.xml,NA,Property Boundaries (Resolution of Disputes) Bill,1
Second Reading,uk.org.publicwhip/lords/2015-09-11a.1618.3,uk.org.publicwhip/lords/2015-09-11a.1634.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-09-11a.xml,NA,Succession to Peerages Bill,1
International Criminal Court Bill [H.l.],uk.org.publicwhip/lords/2001-01-15a.924.4,uk.org.publicwhip/lords/2001-01-15a.941.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-01-15a.xml,International Criminal Court Act 2001,,1
Buckinghamshire County Council (Filming On Highways) [Hl] — Second Reading,uk.org.publicwhip/lords/2014-02-12a.644.5,uk.org.publicwhip/lords/2014-02-12a.644.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-02-12a.xml,NA,NA,NA
Coronavirus Bill - Second Reading,uk.org.publicwhip/lords/2020-03-24b.1649.3,uk.org.publicwhip/lords/2020-03-24b.1682.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-03-24b.xml,Coronavirus Act 2020,,1
Northern Ireland Bill,uk.org.publicwhip/lords/2006-05-02b.417.1,uk.org.publicwhip/lords/2006-05-02b.440.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-05-02b.xml,Northern Ireland Act 2006 (repealed),,1
Planning-Gain Supplement (Preparations) Bill,uk.org.publicwhip/lords/2007-03-05b.54.4,uk.org.publicwhip/lords/2007-03-05b.71.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-03-05b.xml,Planning-gain Supplement (Preparations) Act 2007,,1
Disabled Persons (Independent Living) Bill [Hl],uk.org.publicwhip/lords/2006-07-14b.901.33,uk.org.publicwhip/lords/2006-07-14b.901.44,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-14b.xml,NA,,1
Scotland (Petitions For A Referendum On Independence) Bill [Hl],uk.org.publicwhip/lords/2006-07-14b.901.45,uk.org.publicwhip/lords/2006-07-14b.901.50,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-14b.xml,NA,,1
Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2014-07-16a.599.7,uk.org.publicwhip/lords/2014-07-16a.599.8,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-07-16a.xml,Supply and Appropriation (Main Estimates) Act 2014,NA,NA
Finance Bill — Second Reading,uk.org.publicwhip/lords/2014-07-16a.665.1,uk.org.publicwhip/lords/2014-07-16a.690.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-07-16a.xml,NA,NA,NA
City Of London (Ward Elections) Bill,uk.org.publicwhip/lords/2002-06-13a.391.3,uk.org.publicwhip/lords/2002-06-13a.401.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-06-13a.xml,NA,,1
Children And Social Work Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2016-06-14b.1111.5,uk.org.publicwhip/lords/2016-06-14b.1209.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-06-14b.xml,Children and Social Work Act 2017,NA,NA
Proceeds Of Crime Bill,uk.org.publicwhip/lords/2002-03-25a.16.3,uk.org.publicwhip/lords/2002-03-25a.30.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-03-25a.xml,Proceeds of Crime Act 2002,,1
Executive Powers And Civil Service Bill [Hl],uk.org.publicwhip/lords/2004-03-05a.889.2,uk.org.publicwhip/lords/2004-03-05a.934.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-03-05a.xml,NA,,1
Supply And Appropriation (Main Estimates) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2022-07-13b.1548.1,uk.org.publicwhip/lords/2022-07-13b.1548.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-13b.xml,Supply and Appropriation (Main Estimates) Act 2022,,1
Energy (Oil And Gas) Profits Levy Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2022-07-13b.1548.3,uk.org.publicwhip/lords/2022-07-13b.1570.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-07-13b.xml,Energy (Oil and Gas) Profits Levy Act 2022,,1
Assisted Dying For The Terminally Ill Bill [Hl],uk.org.publicwhip/lords/2004-11-29a.269.4,uk.org.publicwhip/lords/2004-11-29a.270.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-29a.xml,NA,,1
Assisted Dying For The Terminally Ill Bill [Hl],uk.org.publicwhip/lords/2006-05-12b.1184.1,uk.org.publicwhip/lords/2006-05-12b.1296.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-05-12b.xml,NA,,1
Dignity At Work Bill [Hl],uk.org.publicwhip/lords/2002-03-27a.329.1,uk.org.publicwhip/lords/2002-03-27a.347.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-03-27a.xml,NA,,1
Online Safety Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2013-12-06a.497.3,uk.org.publicwhip/lords/2013-12-06a.538.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-12-06a.xml,NA,NA,NA
Environment Bill - Second Reading,uk.org.publicwhip/lords/2021-06-07a.1197.1,uk.org.publicwhip/lords/2021-06-07a.1301.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-06-07a.xml,Environment Act 2021,,1
Hunting Bill,uk.org.publicwhip/lords/2001-03-12a.522.1,uk.org.publicwhip/lords/2001-03-12a.679.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-03-12a.xml,NA,,1
Identity Cards Bill,uk.org.publicwhip/lords/2005-03-21b.48.3,uk.org.publicwhip/lords/2005-03-21b.106.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-03-21b.xml,Identity Cards Act 2006 (repealed),,1
Automated And Electric Vehicles Bill - Second Reading,uk.org.publicwhip/lords/2018-02-20b.16.7,uk.org.publicwhip/lords/2018-02-20b.39.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-02-20b.xml,Automated and Electric Vehicles Act 2018,,1
Social Housing (Regulation) Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2022-06-27a.444.8,uk.org.publicwhip/lords/2022-06-27a.470.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-06-27a.xml,Social Housing (Regulation) Act 2023,,1
Social Security (Additional Payments) Bill - Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2022-06-27a.471.1,uk.org.publicwhip/lords/2022-06-27a.489.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-06-27a.xml,Social Security (Additional Payments) Act 2023,,1
National Insurance Contributions Bill,uk.org.publicwhip/lords/2006-01-09c.11.4,uk.org.publicwhip/lords/2006-01-09c.29.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-01-09c.xml,National Insurance Contributions Act 2006,,1
Council Tax (New Valuation Lists For England) Bill,uk.org.publicwhip/lords/2006-01-09c.29.1,uk.org.publicwhip/lords/2006-01-09c.49.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-01-09c.xml,Council Tax (New Valuation Lists for England) Act 2006,,1
Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2010-12-21a.1020.10,uk.org.publicwhip/lords/2010-12-21a.1029.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-12-21a.xml,Loans to Ireland Act 2010,NA,NA
Consolidated Fund Bill,uk.org.publicwhip/lords/2002-12-12a.331.1,uk.org.publicwhip/lords/2002-12-12a.331.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-12-12a.xml,Consolidated Fund Act 2002 (repealed),,1
Consolidated Fund (Appropriation) Bill,uk.org.publicwhip/lords/2002-12-12a.331.3,uk.org.publicwhip/lords/2002-12-12a.331.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-12-12a.xml,NA,,1
Disabled Persons (Independent Living) Bill [Hl],uk.org.publicwhip/lords/2007-12-14b.423.1,uk.org.publicwhip/lords/2007-12-14b.447.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-12-14b.xml,NA,,1
Powers Of Entry Etc. Bill [Hl],uk.org.publicwhip/lords/2007-12-14b.447.3,uk.org.publicwhip/lords/2007-12-14b.465.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-12-14b.xml,NA,,1
Scotland Bill — Second Reading,uk.org.publicwhip/lords/2015-11-24a.571.5,uk.org.publicwhip/lords/2015-11-24a.674.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-11-24a.xml,Scotland Act 2016,,1
Northern Ireland (Welfare Reform) Bill — Second Reading (And Remaining Stages),uk.org.publicwhip/lords/2015-11-24a.674.2,uk.org.publicwhip/lords/2015-11-24a.688.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-11-24a.xml,Northern Ireland (Welfare Reform) Act 2015,,1
"Anti-Social Behaviour, Crime And Policing Bill — Second Reading",uk.org.publicwhip/lords/2013-10-29a.1482.6,uk.org.publicwhip/lords/2013-10-29a.1572.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-10-29a.xml,"Anti-social Behaviour, Crime and Policing Act 2014",NA,NA
Fisheries Bill [Hl] - Second Reading,uk.org.publicwhip/lords/2020-02-11c.2167.2,uk.org.publicwhip/lords/2020-02-11c.2225.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-02-11c.xml,Fisheries Act 2020,,1
Sentencing (Pre-Consolidation Amendments) Bill [Hl] (Law Commission Bill) - Second Reading,uk.org.publicwhip/lords/2020-02-11c.2234.4,uk.org.publicwhip/lords/2020-02-11c.2255.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-02-11c.xml,Sentencing (Pre-consolidation Amendments) Act 2020,,1
Patients' Protection Bill [Hl],uk.org.publicwhip/lords/2003-03-12a.1402.1,uk.org.publicwhip/lords/2003-03-12a.1434.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-12a.xml,NA,,1
Health And Social Care (Community Health And Standards) Bill,uk.org.publicwhip/lords/2003-09-08a.9.6,uk.org.publicwhip/lords/2003-09-08a.26.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-08a.xml,Health and Social Care (Community Health and Standards) Act 2003,,1
Legal Deposit Libraries Bill,uk.org.publicwhip/lords/2003-09-12a.561.1,uk.org.publicwhip/lords/2003-09-12a.580.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-12a.xml,Legal Deposit Libraries Act 2003,,1
Northern Ireland (Monitoring Commission Etc.) Bill [Hl],uk.org.publicwhip/lords/2003-09-12a.580.2,uk.org.publicwhip/lords/2003-09-12a.603.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-12a.xml,Northern Ireland (Monitoring Commission etc.) Act 2003,,1
Sustainable Energy Bill,uk.org.publicwhip/lords/2003-09-12a.603.1,uk.org.publicwhip/lords/2003-09-12a.624.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-12a.xml,Sustainable Energy Act 2003,,1
Household Waste Recycling Bill,uk.org.publicwhip/lords/2003-09-12a.624.3,uk.org.publicwhip/lords/2003-09-12a.635.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-12a.xml,Household Waste Recycling Act 2003,,1
Female Genital Mutilation Bill,uk.org.publicwhip/lords/2003-09-12a.635.3,uk.org.publicwhip/lords/2003-09-12a.653.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-12a.xml,Female Genital Mutilation Act 2003,,1
Charities (Protection And Social Investment) Bill [Hl] — Second Reading,uk.org.publicwhip/lords/2015-06-10a.798.7,uk.org.publicwhip/lords/2015-06-10a.811.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-06-10a.xml,Charities (Protection and Social Investment) Act 2016,NA,NA
Horserace Totalisator Board Bill [H.l.],uk.org.publicwhip/lords/2000-06-14a.1725.1,uk.org.publicwhip/lords/2000-06-14a.1743.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-06-14a.xml,NA,,1
Second Reading,uk.org.publicwhip/lords/2010-01-18a.776.11,uk.org.publicwhip/lords/2010-01-18a.788.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-01-18a.xml,Video Recordings Act 2010,NA,NA
National Insurance Contributions (Increase Of Thresholds) Bill - Second Reading,uk.org.publicwhip/lords/2022-03-30b.1611.1,uk.org.publicwhip/lords/2022-03-30b.1626.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-30b.xml,National Insurance Contributions (Increase of Thresholds) Act 2022,,1
