heading,first,last,file,leg_title
Licensing (Young Persons) Bill,uk.org.publicwhip/lords/2000-11-14a.133.6,uk.org.publicwhip/lords/2000-11-14a.134.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-11-14a.xml,Licensing (Young Persons) Act 2000 (repealed)
Licensing Bill [Hl],uk.org.publicwhip/lords/2003-03-11a.1289.2,uk.org.publicwhip/lords/2003-03-11a.1291.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-11a.xml,Licensing Act 2003
Life Peerages (Appointments Commission) Bill [H.l.],uk.org.publicwhip/lords/2000-07-07a.1713.2,uk.org.publicwhip/lords/2000-07-07a.1713.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-07-07a.xml,NA
Lifelong Learning (Higher Education Fee Limits) Bill - Third Reading,uk.org.publicwhip/lords/2023-09-12c.790.2,uk.org.publicwhip/lords/2023-09-12c.793.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-12c.xml,Lifelong Learning (Higher Education Fee Limits) Act 2023
Local Audit And Accountability Bill [Hl],uk.org.publicwhip/lords/2013-07-24a.1336.1,uk.org.publicwhip/lords/2013-07-24a.1337.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-07-24a.xml,Local Audit and Accountability Act 2014
"Local Democracy, Economic Development And Construction Bill [Hl]",uk.org.publicwhip/lords/2009-04-29a.258.0,uk.org.publicwhip/lords/2009-04-29a.261.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-04-29a.xml,"Local Democracy, Economic Development and Construction Act 2009"
Local Government (Disqualification) Bill - Third Reading,uk.org.publicwhip/lords/2022-04-01a.1787.3,uk.org.publicwhip/lords/2022-04-01a.1788.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-01a.xml,Local Government (Disqualification) Act 2022
Local Government (Religious Etc. Observances) Bill — Third Reading,uk.org.publicwhip/lords/2015-03-25a.1424.4,uk.org.publicwhip/lords/2015-03-25a.1425.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-25a.xml,Local Government (Religious etc. Observances) Act 2015
Local Government Bill [H.l.],uk.org.publicwhip/lords/2000-03-09a.1242.0,uk.org.publicwhip/lords/2000-03-09a.1242.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-03-09a.xml,Local Government Act 2000
Local Government Bill [Hl],uk.org.publicwhip/lords/2010-10-05a.15.7,uk.org.publicwhip/lords/2010-10-05a.19.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-10-05a.xml,Local Government Act 2010
Local Transport Bill [Hl],uk.org.publicwhip/lords/2008-01-30b.640.0,uk.org.publicwhip/lords/2008-01-30b.640.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-01-30b.xml,Local Transport Act 2008
Localism Bill,uk.org.publicwhip/lords/2011-10-31a.1109.0,uk.org.publicwhip/lords/2011-10-31a.1110.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2011-10-31a.xml,Localism Act 2011
London Local Authorities And Transport For London Bill,uk.org.publicwhip/lords/2008-06-19a.1203.4,uk.org.publicwhip/lords/2008-06-19a.1209.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-06-19a.xml,NA
Lords Spiritual (Women) Bill — Third Reading,uk.org.publicwhip/lords/2015-03-12a.772.4,uk.org.publicwhip/lords/2015-03-12a.772.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-12a.xml,Lords Spiritual (Women) Act 2015
Marine And Coastal Access Bill [Hl],uk.org.publicwhip/lords/2009-06-08a.453.0,uk.org.publicwhip/lords/2009-06-08a.456.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-06-08a.xml,Marine and Coastal Access Act 2009
Marriage (Same Sex Couples) Bill,uk.org.publicwhip/lords/2013-07-15a.539.1,uk.org.publicwhip/lords/2013-07-15a.549.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2013-07-15a.xml,Marriage (Same Sex Couples) Act 2013
Marriage And Civil Partnership (Minimum Age) Bill - Third Reading,uk.org.publicwhip/lords/2022-04-26b.133.2,uk.org.publicwhip/lords/2022-04-26b.134.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-26b.xml,Marriage and Civil Partnership (Minimum Age) Act 2022
Medical Innovation Bill [Hl],uk.org.publicwhip/lords/2015-01-23a.1590.0,uk.org.publicwhip/lords/2015-01-23a.1592.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-01-23a.xml,NA
Medicines And Medical Devices Bill - Third Reading,uk.org.publicwhip/lords/2021-01-21a.1282.1,uk.org.publicwhip/lords/2021-01-21a.1288.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-01-21a.xml,Medicines and Medical Devices Act 2021
Mental Capacity (Amendment) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2018-12-11b.1250.1,uk.org.publicwhip/lords/2018-12-11b.1253.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-12-11b.xml,Mental Capacity (Amendment) Act 2019
Mental Capacity Bill,uk.org.publicwhip/lords/2005-03-24b.459.0,uk.org.publicwhip/lords/2005-03-24b.459.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-03-24b.xml,Mental Capacity Act 2005
Mental Health Units (Use Of Force) Bill - Third Reading,uk.org.publicwhip/lords/2018-10-30a.1221.6,uk.org.publicwhip/lords/2018-10-30a.1222.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-10-30a.xml,Mental Health Units (Use of Force) Act 2018
Merchant Shipping (Pollution) Bill [Hl],uk.org.publicwhip/lords/2005-10-26c.1169.8,uk.org.publicwhip/lords/2005-10-26c.1170.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2005-10-26c.xml,Merchant Shipping (Pollution) Act 2006
Mersey Tunnels Bill,uk.org.publicwhip/lords/2004-06-28a.117.3,uk.org.publicwhip/lords/2004-06-28a.122.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-06-28a.xml,NA
Ministerial And Other Maternity Allowances Bill - Committee (And Remaining Stages),uk.org.publicwhip/lords/2021-02-25c.966.2,uk.org.publicwhip/lords/2021-02-25c.966.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-02-25c.xml,Ministerial and other Maternity Allowances Act 2021
Mobile Homes (Pitch Fees) Bill - Third Reading,uk.org.publicwhip/lords/2023-03-24a.1959.5,uk.org.publicwhip/lords/2023-03-24a.1960.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-24a.xml,Mobile Homes (Pitch Fees) Act 2023
Mobile Telephones (Reprogramming) Bill [Hl],uk.org.publicwhip/lords/2002-07-11a.876.3,uk.org.publicwhip/lords/2002-07-11a.877.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-07-11a.xml,Mobile Telephones (Re-programming) Act 2002
Modern Slavery Bill,uk.org.publicwhip/lords/2015-03-04a.246.0,uk.org.publicwhip/lords/2015-03-04a.249.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2015-03-04a.xml,Modern Slavery Act 2015
Motor Vehicles (Compulsory Insurance) Bill - Third Reading,uk.org.publicwhip/lords/2022-04-25a.22.3,uk.org.publicwhip/lords/2022-04-25a.22.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-25a.xml,Motor Vehicles (Compulsory Insurance) Act 2022
National Citizen Service Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2016-12-14b.1262.3,uk.org.publicwhip/lords/2016-12-14b.1263.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-12-14b.xml,National Citizen Service Act 2017
National Health Service Reform And Health Care Professions Bill,uk.org.publicwhip/lords/2002-05-16a.476.5,uk.org.publicwhip/lords/2002-05-16a.477.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-05-16a.xml,National Health Service Reform and Health Care Professions Act 2002
National Insurance Contributions (Increase Of Thresholds) Bill - Committee,uk.org.publicwhip/lords/2022-03-30b.1658.2,uk.org.publicwhip/lords/2022-03-30b.1659.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-30b.xml,National Insurance Contributions (Increase of Thresholds) Act 2022
National Insurance Contributions Bill,uk.org.publicwhip/lords/2008-07-09a.752.4,uk.org.publicwhip/lords/2008-07-09a.752.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2008-07-09a.xml,National Insurance Contributions Act 2008
National Insurance Contributions Bill - Third Reading,uk.org.publicwhip/lords/2022-02-22c.170.2,uk.org.publicwhip/lords/2022-02-22c.171.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-02-22c.xml,National Insurance Contributions Act 2022
National Lottery (Funding Of Endowments) Bill,uk.org.publicwhip/lords/2003-09-16a.768.4,uk.org.publicwhip/lords/2003-09-16a.768.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-09-16a.xml,National Lottery (Funding of Endowments) Act 2003
National Lottery Bill,uk.org.publicwhip/lords/2006-05-23b.709.1,uk.org.publicwhip/lords/2006-05-23b.709.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-05-23b.xml,National Lottery Act 2006
National Minimum Wage (Enforcement Notices) Bill [Hl],uk.org.publicwhip/lords/2003-01-30a.1248.4,uk.org.publicwhip/lords/2003-01-30a.1249.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-01-30a.xml,National Minimum Wage (Enforcement Notices) Act 2003 (repealed)
National Security And Investment Bill - Third Reading,uk.org.publicwhip/lords/2021-04-22d.1968.8,uk.org.publicwhip/lords/2021-04-22d.1973.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-22d.xml,National Security and Investment Act 2021
National Security Bill - Third Reading,uk.org.publicwhip/lords/2023-03-13a.1093.3,uk.org.publicwhip/lords/2023-03-13a.1095.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-03-13a.xml,National Security Act 2023
Nationality And Borders Bill - Third Reading,uk.org.publicwhip/lords/2022-03-14a.26.9,uk.org.publicwhip/lords/2022-03-14a.31.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-14a.xml,Nationality and Borders Act 2022
"Nationality, Immigration And Asylum Bill",uk.org.publicwhip/lords/2002-10-31a.421.1,uk.org.publicwhip/lords/2002-10-31a.421.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2002-10-31a.xml,"Nationality, Immigration and Asylum Act 2002"
Natural Environment And Rural Communities Bill,uk.org.publicwhip/lords/2006-03-27b.574.2,uk.org.publicwhip/lords/2006-03-27b.575.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-27b.xml,Natural Environment and Rural Communities Act 2006
Nhs Redress Bill [Hl],uk.org.publicwhip/lords/2006-03-01c.257.5,uk.org.publicwhip/lords/2006-03-01c.257.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-03-01c.xml,NHS Redress Act 2006
Non-Domestic Rating (Lists) (No. 2) Bill - Third Reading,uk.org.publicwhip/lords/2021-03-09a.1489.3,uk.org.publicwhip/lords/2021-03-09a.1492.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-03-09a.xml,Non-Domestic Rating (Lists) Act 2021
Non-Domestic Rating (Nursery Grounds) Bill - Third Reading,uk.org.publicwhip/lords/2018-10-24a.867.1,uk.org.publicwhip/lords/2018-10-24a.867.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-10-24a.xml,Non-Domestic Rating (Nursery Grounds) Act 2018
Non-Domestic Rating (Public Lavatories) Bill - Third Reading,uk.org.publicwhip/lords/2021-04-20a.1733.5,uk.org.publicwhip/lords/2021-04-20a.1736.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-20a.xml,Non-Domestic Rating (Public Lavatories) Act 2021
Non-Domestic Rating Bill - Third Reading,uk.org.publicwhip/lords/2023-10-16b.13.5,uk.org.publicwhip/lords/2023-10-16b.16.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-10-16b.xml,Non-Domestic Rating Act 2023
Northern Ireland (Executive Formation Etc) Bill - Third Reading,uk.org.publicwhip/lords/2022-12-05b.84.6,uk.org.publicwhip/lords/2022-12-05b.84.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-12-05b.xml,Northern Ireland (Executive Formation etc) Act 2019
"Northern Ireland (Ministers, Elections And Petitions Of Concern) Bill - Third Reading",uk.org.publicwhip/lords/2022-01-24a.22.5,uk.org.publicwhip/lords/2022-01-24a.22.6,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-01-24a.xml,"Northern Ireland (Ministers, Elections and Petitions of Concern) Act 2022"
"Northern Ireland (Ministers, Elections And Petitions Of Concern) Bill - Third Reading",uk.org.publicwhip/lords/2022-01-24a.22.7,uk.org.publicwhip/lords/2022-01-24a.25.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-01-24a.xml,"Northern Ireland (Ministers, Elections and Petitions of Concern) Act 2022"
Northern Ireland (Miscellaneous Provisions) Bill,uk.org.publicwhip/lords/2006-07-19b.1277.86,uk.org.publicwhip/lords/2006-07-19b.1277.87,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-07-19b.xml,Northern Ireland (Miscellaneous Provisions) Act 2006
Northern Ireland (Miscellaneous Provisions) Bill,uk.org.publicwhip/lords/2014-03-04a.1275.0,uk.org.publicwhip/lords/2014-03-04a.1276.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2014-03-04a.xml,Northern Ireland (Miscellaneous Provisions) Act 2014
Northern Ireland (Regional Rates And Energy) (No. 2) Bill - Third Reading,uk.org.publicwhip/lords/2019-03-19a.1420.4,uk.org.publicwhip/lords/2019-03-19a.1422.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-19a.xml,Northern Ireland (Regional Rates and Energy) Act 2019
Northern Ireland (Stormont Agreement And Implementation Plan) Bill - Third Reading,uk.org.publicwhip/lords/2016-04-28a.1303.3,uk.org.publicwhip/lords/2016-04-28a.1306.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2016-04-28a.xml,Northern Ireland (Stormont Agreement and Implementation Plan) Act 2016
Northern Ireland Assembly Elections Bill,uk.org.publicwhip/lords/2003-03-19a.285.4,uk.org.publicwhip/lords/2003-03-19a.285.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2003-03-19a.xml,Northern Ireland Assembly Elections Act 2003
Northern Ireland Assembly Members Bill [Hl],uk.org.publicwhip/lords/2010-02-24a.1023.5,uk.org.publicwhip/lords/2010-02-24a.1025.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2010-02-24a.xml,Northern Ireland Assembly Members Act 2010
Northern Ireland Bill,uk.org.publicwhip/lords/2000-02-10a.792.0,uk.org.publicwhip/lords/2000-02-10a.798.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2000-02-10a.xml,Northern Ireland Act 2000 (repealed)
Northern Ireland Bill,uk.org.publicwhip/lords/2009-03-11a.1260.3,uk.org.publicwhip/lords/2009-03-11a.1260.7,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-03-11a.xml,Northern Ireland Act 2009
Northern Ireland Troubles (Legacy And Reconciliation) Bill - Third Reading,uk.org.publicwhip/lords/2023-07-04a.1150.1,uk.org.publicwhip/lords/2023-07-04a.1150.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-07-04a.xml,Northern Ireland Troubles (Legacy and Reconciliation) Act 2023
Ofcom (Duty Regarding Prevention Of Serious Self-Harm And Suicide) Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2023-06-16b.2206.3,uk.org.publicwhip/lords/2023-06-16b.2208.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-06-16b.xml,NA
Offender Management Bill,uk.org.publicwhip/lords/2007-07-16b.22.0,uk.org.publicwhip/lords/2007-07-16b.25.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-07-16b.xml,Offender Management Act 2007
Offenders (Day Of Release From Detention) Bill - Third Reading,uk.org.publicwhip/lords/2023-06-16b.2202.3,uk.org.publicwhip/lords/2023-06-16b.2204.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-06-16b.xml,Offenders (Day of Release from Detention) Act 2023
Offensive Weapons Bill - Third Reading,uk.org.publicwhip/lords/2019-03-19a.1390.1,uk.org.publicwhip/lords/2019-03-19a.1391.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-19a.xml,Offensive Weapons Act 2019
Office Of Communications Bill [Hl],uk.org.publicwhip/lords/2001-12-13a.1495.0,uk.org.publicwhip/lords/2001-12-13a.1495.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2001-12-13a.xml,Office of Communications Act 2002
Online Safety Bill - Third Reading,uk.org.publicwhip/lords/2023-09-06c.462.1,uk.org.publicwhip/lords/2023-09-06c.476.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-06c.xml,Online Safety Act 2023
Onshore Wind Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-03-18b.573.2,uk.org.publicwhip/lords/2022-03-18b.575.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-18b.xml,NA
Organ Donation (Deemed Consent) Bill - Third Reading,uk.org.publicwhip/lords/2019-02-26b.101.2,uk.org.publicwhip/lords/2019-02-26b.101.4,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-02-26b.xml,Organ Donation (Deemed Consent) Act 2019
Organ Tourism And Cadavers On Display Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2022-03-04b.1059.2,uk.org.publicwhip/lords/2022-03-04b.1060.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-03-04b.xml,NA
Overseas Operations (Service Personnel And Veterans) Bill - Third Reading,uk.org.publicwhip/lords/2021-04-19a.1650.8,uk.org.publicwhip/lords/2021-04-19a.1654.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2021-04-19a.xml,Overseas Operations (Service Personnel and Veterans) Act 2021
Parental Bereavement (Leave And Pay) Bill - Third Reading,uk.org.publicwhip/lords/2018-07-24b.1609.5,uk.org.publicwhip/lords/2018-07-24b.1610.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2018-07-24b.xml,Parental Bereavement (Leave and Pay) Act 2018
Parking (Code Of Practice) Bill - Third Reading,uk.org.publicwhip/lords/2019-03-04c.443.3,uk.org.publicwhip/lords/2019-03-04c.444.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-03-04c.xml,Parking (Code of Practice) Act 2019
Parking Places (Variation Of Charges) Bill - Third Reading,uk.org.publicwhip/lords/2017-03-21a.151.8,uk.org.publicwhip/lords/2017-03-21a.152.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2017-03-21a.xml,NA
Parliament (Joint Departments) Bill [Hl],uk.org.publicwhip/lords/2007-04-24b.560.10,uk.org.publicwhip/lords/2007-04-24b.561.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-04-24b.xml,Parliament (Joint Departments) Act 2007
Parliament (Participation Of Members Of The House Of Commons) Bill [Hl],uk.org.publicwhip/lords/2006-04-18b.979.4,uk.org.publicwhip/lords/2006-04-18b.979.5,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2006-04-18b.xml,NA
Parliament Square (Management) Bill [Hl],uk.org.publicwhip/lords/2012-04-25a.1794.4,uk.org.publicwhip/lords/2012-04-25a.1795.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2012-04-25a.xml,NA
Parliamentary Buildings (Restoration And Renewal) Bill - Third Reading,uk.org.publicwhip/lords/2019-09-05b.1232.2,uk.org.publicwhip/lords/2019-09-05b.1234.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2019-09-05b.xml,Parliamentary Buildings (Restoration and Renewal) Act 2019
Parliamentary Constituencies Bill - Third Reading,uk.org.publicwhip/lords/2020-10-15a.1210.4,uk.org.publicwhip/lords/2020-10-15a.1213.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-10-15a.xml,Parliamentary Constituencies Act 2020
Parliamentary Standards Bill,uk.org.publicwhip/lords/2009-07-20a.1504.2,uk.org.publicwhip/lords/2009-07-20a.1506.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2009-07-20a.xml,Parliamentary Standards Act 2009
Patents Bill [Hl],uk.org.publicwhip/lords/2004-04-06a.1726.5,uk.org.publicwhip/lords/2004-04-06a.1727.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-04-06a.xml,Patents Act 2004
Pension Schemes (Conversion Of Guaranteed Minimum Pensions) Bill - Third Reading,uk.org.publicwhip/lords/2022-04-27a.275.2,uk.org.publicwhip/lords/2022-04-27a.276.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2022-04-27a.xml,Pension Schemes (Conversion of Guaranteed Minimum Pensions) Act 2022
Pension Schemes Bill [Hl] - Third Reading,uk.org.publicwhip/lords/2020-07-15a.1668.1,uk.org.publicwhip/lords/2020-07-15a.1671.3,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2020-07-15a.xml,Pension Schemes Act 2021
Pensions (Extension Of Automatic Enrolment) (No. 2) Bill - Third Reading,uk.org.publicwhip/lords/2023-09-18a.1200.4,uk.org.publicwhip/lords/2023-09-18a.1201.1,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2023-09-18a.xml,Pensions (Extension of Automatic Enrolment) Act 2023
Pensions Bill,uk.org.publicwhip/lords/2004-11-15a.1259.0,uk.org.publicwhip/lords/2004-11-15a.1260.0,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2004-11-15a.xml,Pensions Act 2004
Pensions Bill,uk.org.publicwhip/lords/2007-07-11b.1422.1,uk.org.publicwhip/lords/2007-07-11b.1423.2,/mnt/003b6650-3320-4dbb-9c9e-ff84cfef882f/home/chris/Documents/lords_tfs/scrapedxml/lordspages/daylord2007-07-11b.xml,Pensions Act 2007
